Table representing for each cluster of homologous EVEs the transposable elements of the RepeatModeler RepeatPeps database overlapping with EVEs. The overlap percentage represents the fractional size of the transposable element that overlaps with the EVEs. Only TEs overlapping at least 20% inside the EVEs and at least 50% to the right or left of the EVE were kept. 										
Clustername	Query	Qstart	Qend	Qevalue	Overlapping_TE	TE_start	TE_end	TE_evalue	Overlap_percentage	TE_orientation
Cluster4185	UCQR01095201.1:1018-1810(+):Cecidostiba_semifascia	1018	1810	2.9059999999999998e-37	Gypsy-24_NVi_env#LTR/Gypsy	1016	1810	8.048e-141	100	full
Cluster4185	UCQR01095201.1:1018-1810(+):Cecidostiba_semifascia	1018	1810	2.9059999999999998e-37	Gypsy-24_NVi_env#LTR/Gypsy	1016	1810	8.048e-141	100.0	left
Cluster4185	UCQR01065801.1:5-641(-):Cecidostiba_semifascia	5	641	5.035e-36	Gypsy-6_AEc_env#LTR/Gypsy	53	658	5.607e-56	92.45283018867924	right
Cluster4185	UCQR01121531.1:215-755(-):Cecidostiba_semifascia	215	755	7.047e-36	Gypsy-6_AEc_env#LTR/Gypsy	1	540	3.26e-52	60.18518518518518	left
Cluster4185	UCQR01108560.1:1066-1774(-):Cecidostiba_semifascia	1066	1774	8.760000000000001e-36	Gypsy5-NVi_env#LTR/Gypsy	1219	1680	1.246e-39	65.11299435028248	inside
Cluster4185	UCQR01026339.1:0-627(+):Cecidostiba_semifascia	0	627	1.2629999999999999e-33	Gypsy-24_NVi_env#LTR/Gypsy	1	627	2.155e-123	99.84051036682615	inside
Cluster4185	UCQR01026339.1:0-627(+):Cecidostiba_semifascia	0	627	1.2629999999999999e-33	Gypsy-24_NVi_env#LTR/Gypsy	1	627	2.155e-123	99.84051036682615	right
Cluster4185	UCQR01102213.1:3-543(+):Cecidostiba_semifascia	3	543	4.658e-29	Gypsy-6_AEc_env#LTR/Gypsy	7	531	9.525e-52	97.03703703703704	inside
Cluster4185	UCQR01016264.1:2-527(+):Cecidostiba_semifascia	2	527	9.875e-29	Gypsy-6_AEc_env#LTR/Gypsy	6	527	4.253e-44	99.23809523809524	inside
Cluster4185	UCQR01016264.1:2-527(+):Cecidostiba_semifascia	2	527	9.875e-29	Gypsy-6_AEc_env#LTR/Gypsy	6	527	4.253e-44	99.23809523809524	right
Cluster4185	UCQR01119193.1:178-951(+):Cecidostiba_semifascia	178	951	4.722e-26	Gypsy-6_AEc_env#LTR/Gypsy	254	697	2.714e-44	57.309184993531694	inside
Cluster4185	UCQR01119193.1:178-951(+):Cecidostiba_semifascia	178	951	4.722e-26	Gypsy5-NVi_env#LTR/Gypsy	706	948	2.168e-19	31.306597671410092	inside
Cluster4185	UCQR01037103.1:239-767(-):Cecidostiba_semifascia	239	767	2.096e-23	Gypsy-24_NVi_env#LTR/Gypsy	395	1090	1.522e-81	70.45454545454545	right
Cluster4185	UCQR01123607.1:410-887(-):Cecidostiba_semifascia	410	887	7.812e-15	Gypsy-24_NVi_env#LTR/Gypsy	33	800	7.886999999999999e-114	81.76100628930818	left
Cluster4185	KB465610.1_1:1399-3358(+):Cephus_cinctus	1399	3358	3.607e-131	Gypsy-6_AEc_env#LTR/Gypsy	1463	3301	1.874e-186	93.82337927514037	inside
Cluster4185	KB465961.1_0:2004-4201(+):Cephus_cinctus	2004	4201	2.676e-37	Gypsy-9_PBa_env#LTR/Gypsy	2005	2679	1.831e-63	30.67819754210287	inside
Cluster4185	KB465961.1_0:2004-4201(+):Cephus_cinctus	2004	4201	2.676e-37	Gypsy-19_PBa_env#LTR/Gypsy	2648	4102	9.105e-139	66.18115612198451	inside
Cluster4185	scaffold_14397:7252-9109(+):Copidosoma_sp	7252	9109	4.228e-82	Gypsy-11_SI_env#LTR/Gypsy	7319	9076	2.243e-132	94.6149703823371	inside
Cluster4185	JZSA01006105.1:13031-15008(+):Cotesia_vestalis	13031	15008	1.6459999999999987e-133	Gypsy5-NVi_env#LTR/Gypsy	13071	14957	1.714e-194	95.39706626201315	inside
Cluster4185	JZSA01004980.1_1:3164-5060(+):Cotesia_vestalis	3164	5060	1.7370000000000001e-131	Gypsy-6_AEc_env#LTR/Gypsy	3198	5000	8.106e-178	95.042194092827	inside
Cluster4185	JZSA01002330.1:5973-7899(+):Cotesia_vestalis	5973	7899	1.54e-120	Gypsy5-NVi_env#LTR/Gypsy	6010	7788	2.641e-172	92.31568016614744	inside
Cluster4185	JZSA01002851.1:5840-7601(+):Cotesia_vestalis	5840	7601	1.405e-112	Gypsy5-NVi_env#LTR/Gypsy	5898	7535	2.444e-169	92.95854628052243	inside
Cluster4185	JZSA01002851.1:5840-7601(+):Cotesia_vestalis	5840	7601	1.405e-112	Helitron-4_DRh#RC/Helitron	6500	7267	4.853e-89	43.55479840999432	inside
Cluster4185	JZSA01002851.1:5840-7601(+):Cotesia_vestalis	5840	7601	1.405e-112	Helitron-4_DRh#RC/Helitron	5951	6490	1.149e-51	30.607609312890403	inside
Cluster4185	JZSA01002197.1_1:6571-8122(-):Cotesia_vestalis	6571	8122	7.041e-97	Gypsy-19_PBa_env#LTR/Gypsy	6758	8236	1.229e-148	87.94326241134752	right
Cluster4185	JZSA01003233.1_0:3633-4890(+):Cotesia_vestalis	3633	4890	1.1999999999999999e-75	Gypsy-6_AEc_env#LTR/Gypsy	3637	4854	1.465e-109	96.81782020684169	inside
Cluster4185	JZSA01003233.1_0:2779-3496(+):Cotesia_vestalis	2779	3496	9.542999999999999e-44	Gypsy5-NVi_env#LTR/Gypsy	2780	3460	1.12e-63	94.83960948396096	inside
Cluster4185	JZSA01004014.1_1:1513-2374(+):Cotesia_vestalis	1513	2374	1.101e-59	Gypsy-11_SI_env#LTR/Gypsy	1520	2449	4.989e-82	99.1869918699187	right
Cluster4185	JZSA01003910.1:2410-3382(-):Cotesia_vestalis	2410	3382	4.075e-56	Gypsy-6_AEc_env#LTR/Gypsy	2771	3586	2.5049999999999997e-80	62.860082304526756	right
Cluster4185	JZSA01005337.1:9587-10298(+):Cotesia_vestalis	9587	10298	4.133e-40	Gypsy-19_PBa_env#LTR/Gypsy	9588	10250	1.077e-65	93.10829817158931	inside
Cluster4185	JZSA01006464.1:172-733(+):Cotesia_vestalis	172	733	2.646e-36	Gypsy-6_AEc_env#LTR/Gypsy	176	700	1.247e-44	93.40463458110517	inside
Cluster4185	JZSA01000820.1:11485-12070(+):Cotesia_vestalis	11485	12070	4.9179999999999996e-33	Gypsy-6_AEc_env#LTR/Gypsy	11525	12067	4.614e-44	92.64957264957265	inside
Cluster4185	JZSA01000820.1:12073-12649(+):Cotesia_vestalis	12073	12649	8.125e-30	Gypsy-6_AEc_env#LTR/Gypsy	12074	12637	6.745000000000001e-42	97.74305555555556	inside
Cluster4185	JZSA01001063.1:6227-6758(-):Cotesia_vestalis	6227	6758	1.618e-32	hAT-4D_AP_tp#DNA/hAT-hATm	6247	6447	1.029e-17	37.664783427495294	inside
Cluster4185	JZSA01007588.1:6958-7567(+):Cotesia_vestalis	6958	7567	8.115e-32	Gypsy-19_PBa_env#LTR/Gypsy	6986	7558	4.672e-40	93.92446633825944	inside
Cluster4185	scaffold_4652:2625-4488(-):Cremastinae_A	2625	4488	1.03e-135	Gypsy-19_PBa_pol#LTR/Gypsy	1467	5438	0.0	100	full
Cluster4185	scaffold_10005:1-1177(+):Cremastinae_A	1	1177	1.316e-92	Gypsy-6_AEc_env#LTR/Gypsy	2	1207	5.506e-130	99.91496598639455	right
Cluster4185	scaffold_16626:102-1188(-):Cremastinae_A	102	1188	1.5169999999999998e-73	Gypsy-19_PBa_env#LTR/Gypsy	0	1025	3.804e-122	84.99079189686924	left
Cluster4185	scaffold_22987:0-666(+):Cremastinae_A	0	666	2.42e-52	Gypsy-9_PBa_env#LTR/Gypsy	1	666	1.434e-67	99.84984984984985	inside
Cluster4185	scaffold_22987:0-666(+):Cremastinae_A	0	666	2.42e-52	Gypsy-9_PBa_env#LTR/Gypsy	1	666	1.434e-67	99.84984984984985	right
Cluster4185	scaffold_18733:1-939(+):Cremastinae_A	1	939	5.308e-44	Gypsy-9_PBa_env#LTR/Gypsy	2	628	6.599e-56	66.73773987206823	inside
Cluster4185	scaffold_17893:430-1027(+):Cremastinae_A	430	1027	9.772e-41	Gypsy-11_SI_env#LTR/Gypsy	443	1024	2.8610000000000007e-58	97.31993299832496	inside
Cluster4185	scaffold_34270:664-1354(-):Cremastinae_A	664	1354	9.989e-39	Gypsy-17_PBa_env#LTR/Gypsy	695	1006	3.208e-28	45.072463768115945	inside
Cluster4185	scaffold_23209:1-508(-):Cremastinae_A	1	508	2.407e-36	Gypsy-6_AEc_env#LTR/Gypsy	185	655	8.001e-49	63.70808678500987	right
Cluster4185	scaffold_28929:1-490(-):Cremastinae_A	1	490	1.1270000000000002e-34	Gypsy-9_PBa_env#LTR/Gypsy	5	490	5.287e-45	99.18200408997954	inside
Cluster4185	scaffold_28929:1-490(-):Cremastinae_A	1	490	1.1270000000000002e-34	Gypsy-9_PBa_env#LTR/Gypsy	5	490	5.287e-45	99.18200408997954	right
Cluster4185	scaffold_30808:1-457(+):Cremastinae_A	1	457	3.297e-15	Gypsy-6_AEc_env#LTR/Gypsy	5	457	7.072e-30	99.12280701754386	inside
Cluster4185	scaffold_30808:1-457(+):Cremastinae_A	1	457	3.297e-15	Gypsy-6_AEc_env#LTR/Gypsy	5	457	7.072e-30	99.12280701754386	right
Cluster4185	scaffold_12500:1182-1614(+):Cremastinae_A	1182	1614	7.003e-13	Gypsy-9_PBa_env#LTR/Gypsy	1216	1614	1.685e-41	92.12962962962963	inside
Cluster4185	scaffold_12500:1182-1614(+):Cremastinae_A	1182	1614	7.003e-13	Gypsy-9_PBa_env#LTR/Gypsy	1216	1614	1.685e-41	92.12962962962963	right
Cluster4185	scaffold_10572:557-2150(+):Cremastinae_B	557	2150	9.96e-124	Gypsy5-NVi_env#LTR/Gypsy	558	2150	3.727e-179	99.93722536095417	inside
Cluster4185	scaffold_10572:557-2150(+):Cremastinae_B	557	2150	9.96e-124	Gypsy5-NVi_env#LTR/Gypsy	558	2150	3.727e-179	99.93722536095417	right
Cluster4185	scaffold_23383:1-655(+):Cremastinae_B	1	655	1.1e-43	Gypsy-6_AEc_env#LTR/Gypsy	5	631	8.270000000000001e-59	95.71865443425077	inside
Cluster4185	CABEGB010000377.1:28917-30831(+):Crematogaster_levior	28917	30831	6.138e-137	Gypsy-19_PBa_env#LTR/Gypsy	28963	30912	7.311e-287	97.59665621734587	right
Cluster4185	CABEGB010000057.1:40771-42694(+):Crematogaster_levior	40771	42694	5.688e-133	Gypsy-19_PBa_env#LTR/Gypsy	40802	42655	2.613e-212	96.35985439417577	inside
Cluster4185	CABEGB010000470.1:21492-23363(+):Crematogaster_levior	21492	23363	8.697e-124	Gypsy-19_PBa_env#LTR/Gypsy	21538	23205	9.69e-262	89.09673971138429	inside
Cluster4185	CABEGB010000264.1:54883-56104(+):Crematogaster_levior	54883	56104	4.045e-86	Gypsy-19_PBa_env#LTR/Gypsy	54884	56050	8.493e-140	95.4954954954955	inside
Cluster4185	CABEGB010000264.1:54205-54880(+):Crematogaster_levior	54205	54880	4.152e-50	Gypsy-19_PBa_env#LTR/Gypsy	54233	54880	2.707e-66	95.85185185185185	inside
Cluster4185	CABEGB010000264.1:54205-54880(+):Crematogaster_levior	54205	54880	4.152e-50	Gypsy-19_PBa_env#LTR/Gypsy	54233	54880	2.707e-66	95.85185185185185	right
Cluster4185	LKEX01015679.1:8603-9740(+):Cyphomyrmex_costatus	8603	9740	9.263e-70	Gypsy-19_PBa_env#LTR/Gypsy	8649	9809	9.855e-147	95.9542656112577	right
Cluster4185	LKEX01008844.1:0-789(+):Cyphomyrmex_costatus	0	789	2.981e-35	BEL-71_CQ_env_pol#LTR/Pao	1	789	9.923e-37	99.87325728770595	inside
Cluster4185	LKEX01008844.1:0-789(+):Cyphomyrmex_costatus	0	789	2.981e-35	BEL-71_CQ_env_pol#LTR/Pao	1	789	9.923e-37	99.87325728770595	right
Cluster4185	NW_015145040.1_1:29910-31773(+):Diachasma_alloeum	29910	31773	1.6010000000000001e-121	Gypsy-6_AEc_env#LTR/Gypsy	29893	31716	6.734e-190	96.94041867954911	left
Cluster4185	NW_015145040.1_1:20326-22210(+):Diachasma_alloeum	20326	22210	5.1640000000000005e-121	Gypsy-6_AEc_env#LTR/Gypsy	20330	22153	1.541e-188	96.76220806794055	inside
Cluster4185	scaffold_5900:1135-3004(-):Encarsia_formosa	1135	3004	3.432e-129	Gypsy-9_PBa_2p#LTR/Gypsy	1694	5362	2.552e-239	70.09095773140717	right
Cluster4185	scaffold_39273:2-929(-):Encarsia_formosa	2	929	1.385e-54	Gypsy5-NVi_env#LTR/Gypsy	232	1131	6.365e-72	75.18878101402373	right
Cluster4185	scaffold_57766:3-504(+):Encarsia_formosa	3	504	3.983e-15	Gypsy-24_NVi_env#LTR/Gypsy	7	489	2.6609999999999998e-39	96.20758483033931	inside
Cluster4185	scaffold_45839:195-2169(-):Eretmocerus_eremicus	195	2169	7.827e-126	Gypsy5-NVi_env#LTR/Gypsy	258	2036	2.0600000000000002e-257	90.0709219858156	inside
Cluster4185	scaffold_203319:0-615(-):Eretmocerus_eremicus	0	615	7.273e-48	Gypsy5-NVi_env#LTR/Gypsy	0	614	5.8580000000000005e-99	99.83739837398375	inside
Cluster4185	scaffold_203319:0-615(-):Eretmocerus_eremicus	0	615	7.273e-48	Gypsy5-NVi_env#LTR/Gypsy	0	614	5.8580000000000005e-99	99.83739837398375	left
Cluster4185	scaffold_127959:1-598(+):Eretmocerus_eremicus	1	598	9.709e-35	Gypsy-6_AEc_env#LTR/Gypsy	5	562	7.913e-56	93.2998324958124	inside
Cluster4185	scaffold_4271:77-1465(+):Eretmocerus_eremicus	77	1465	2.5980000000000003e-34	Gypsy5-NVi_env#LTR/Gypsy	650	1432	2.6819999999999997e-68	56.34005763688761	inside
Cluster4185	scaffold_217685:3-576(-):Eretmocerus_eremicus	3	576	2.196e-27	Gypsy-6_AEc_env#LTR/Gypsy	3	572	5.652e-43	99.30191972076788	inside
Cluster4185	scaffold_217685:3-576(-):Eretmocerus_eremicus	3	576	2.196e-27	Gypsy-6_AEc_env#LTR/Gypsy	3	572	5.652e-43	99.30191972076788	left
Cluster4185	scaffold_108656:1-562(+):Eretmocerus_eremicus	1	562	4.86e-27	Gypsy-6_AEc_env#LTR/Gypsy	2	550	1.815e-40	97.68270944741533	inside
Cluster4185	KQ786962.1:706-1996(-):Eufriesea_mexicana	706	1996	2.796e-89	Gypsy-9_PBa_2p#LTR/Gypsy	1242	5078	0.0	58.44961240310077	right
Cluster4185	UDEW01015962.1:584-2582(-):Eupelmus_annulatus	584	2582	1.1270000000000001e-121	Gypsy-6_AEc_env#LTR/Gypsy	581	2344	1.272e-194	88.08808808808809	left
Cluster4185	UDEW01015611.1:3-1245(+):Eupelmus_annulatus	3	1245	6.136e-77	Gypsy-19_PBa_env#LTR/Gypsy	1	1098	1.874e-112	88.16425120772948	left
Cluster4185	UDEW01017928.1:1466-2261(+):Eupelmus_annulatus	1466	2261	1.509e-64	Gypsy-6_AEc_env#LTR/Gypsy	1467	2237	8.002999999999999e-92	96.85534591194968	inside
Cluster4185	UDEW01016156.1:2267-3062(+):Eupelmus_annulatus	2267	3062	3.703e-27	Gypsy-19_PBa_env#LTR/Gypsy	2328	3053	1.094e-39	91.19496855345912	inside
Cluster4185	UDEW01044212.1:3-501(-):Eupelmus_annulatus	3	501	7.681e-21	Gypsy-6_AEc_env#LTR/Gypsy	35	496	1.3300000000000001e-42	92.570281124498	inside
Cluster4185	UDEW01037338.1:2-958(+):Eupelmus_annulatus	2	958	7.103e-20	Gypsy-19_PBa_env#LTR/Gypsy	449	958	5.320999999999998e-41	53.24267782426778	inside
Cluster4185	UDEW01037338.1:2-958(+):Eupelmus_annulatus	2	958	7.103e-20	Gypsy-19_PBa_env#LTR/Gypsy	449	958	5.320999999999998e-41	53.24267782426778	right
Cluster4185	UDEW01020839.1:1528-2191(-):Eupelmus_annulatus	1528	2191	1.165e-17	Gypsy-20_NVi_env#LTR/Gypsy	1075	1866	5.444999999999998e-81	50.98039215686274	left
Cluster4185	scaffold_70059:1-940(-):Eupelmus_azureus	1	940	3.5200000000000003e-69	Gypsy5-NVi_env#LTR/Gypsy	1	939	6.543999999999999e-103	99.89350372736953	inside
Cluster4185	scaffold_70059:1-940(-):Eupelmus_azureus	1	940	3.5200000000000003e-69	Gypsy5-NVi_env#LTR/Gypsy	1	939	6.543999999999999e-103	99.89350372736953	left
Cluster4185	scaffold_58026:236-1196(-):Eupelmus_azureus	236	1196	2.823e-62	Gypsy-6_AEc_env#LTR/Gypsy	0	851	8.347999999999999e-94	64.0625	left
Cluster4185	scaffold_8963:3885-4740(+):Eupelmus_azureus	3885	4740	2.2760000000000003e-55	Gypsy-7_PBa_env#LTR/Gypsy	3886	4680	5.1799999999999994e-74	92.8654970760234	inside
Cluster4185	scaffold_37187:1382-2132(+):Eupelmus_azureus	1382	2132	1.313e-45	Gypsy5-NVi_env#LTR/Gypsy	1395	2132	5.109e-68	98.26666666666667	inside
Cluster4185	scaffold_37187:1382-2132(+):Eupelmus_azureus	1382	2132	1.313e-45	Gypsy5-NVi_env#LTR/Gypsy	1395	2132	5.109e-68	98.26666666666667	right
Cluster4185	scaffold_57518:457-1315(+):Eupelmus_azureus	457	1315	3.454e-40	Gypsy-6_AEc_env#LTR/Gypsy	455	1309	4.877e-72	99.3006993006993	left
Cluster4185	scaffold_76686:1-835(-):Eupelmus_azureus	1	835	7.131e-38	Gypsy-6_AEc_env#LTR/Gypsy	34	840	6.220999999999999e-67	96.0431654676259	right
Cluster4185	scaffold_50809:368-1073(-):Eupelmus_azureus	368	1073	1.2990000000000001e-36	Gypsy-6_AEc_env#LTR/Gypsy	373	1056	1.027e-55	96.87943262411348	inside
Cluster4185	scaffold_98647:1-550(+):Eupelmus_azureus	1	550	1.6490000000000002e-36	Gypsy-6_AEc_env#LTR/Gypsy	5	601	1.323e-57	99.27140255009107	right
Cluster4185	scaffold_38459:1094-1751(+):Eupelmus_azureus	1094	1751	1.218e-35	Gypsy-6_AEc_env#LTR/Gypsy	1170	1751	1.545e-50	88.43226788432268	inside
Cluster4185	scaffold_38459:1094-1751(+):Eupelmus_azureus	1094	1751	1.218e-35	Gypsy-6_AEc_env#LTR/Gypsy	1170	1751	1.545e-50	88.43226788432268	right
Cluster4185	scaffold_89640:2-614(+):Eupelmus_azureus	2	614	1.287e-32	Gypsy-6_AEc_env#LTR/Gypsy	6	587	1.9550000000000002e-49	94.93464052287581	inside
Cluster4185	scaffold_121502:0-528(-):Eupelmus_azureus	0	528	9.229e-28	Gypsy-17_PBa_env#LTR/Gypsy	7	528	4.986e-42	98.67424242424242	inside
Cluster4185	scaffold_121502:0-528(-):Eupelmus_azureus	0	528	9.229e-28	Gypsy-17_PBa_env#LTR/Gypsy	7	528	4.986e-42	98.67424242424242	right
Cluster4185	scaffold_126437:2-509(+):Eupelmus_azureus	2	509	4.6509999999999996e-27	Gypsy-24_NVi_env#LTR/Gypsy	3	509	1.3419999999999998e-51	99.80276134122288	inside
Cluster4185	scaffold_126437:2-509(+):Eupelmus_azureus	2	509	4.6509999999999996e-27	Gypsy-24_NVi_env#LTR/Gypsy	3	509	1.3419999999999998e-51	99.80276134122288	right
Cluster4185	scaffold_96956:2-536(-):Eupelmus_azureus	2	536	1.097e-25	Gypsy-9_PBa_env#LTR/Gypsy	129	650	2.6129999999999997e-41	76.21722846441948	right
Cluster4185	scaffold_58567:2-581(+):Eupelmus_azureus	2	581	1.224e-24	Gypsy-6_AEc_env#LTR/Gypsy	3	578	1.313e-46	99.3091537132988	inside
Cluster4185	scaffold_121104:0-531(+):Eupelmus_azureus	0	531	8.493e-24	Gypsy-6_AEc_env#LTR/Gypsy	34	528	6.334999999999999e-44	93.03201506591337	inside
Cluster4185	scaffold_36449:951-2186(+):Eupelmus_azureus	951	2186	2.4819999999999996e-22	Gypsy-9_PBa_env#LTR/Gypsy	1623	2186	1.141e-46	45.587044534412954	inside
Cluster4185	scaffold_36373:972-2192(+):Eupelmus_azureus	972	2192	4.684e-17	Gypsy-19_PBa_env#LTR/Gypsy	1021	1506	4.48e-25	39.75409836065574	inside
Cluster4185	scaffold_36373:972-2192(+):Eupelmus_azureus	972	2192	4.684e-17	Gypsy-19_PBa_env#LTR/Gypsy	1521	2192	1.8030000000000001e-56	55.00000000000001	inside
Cluster4185	scaffold_36373:972-2192(+):Eupelmus_azureus	972	2192	4.684e-17	Gypsy-19_PBa_env#LTR/Gypsy	1521	2192	1.8030000000000001e-56	55.00000000000001	right
Cluster4185	scaffold_107245:395-989(-):Eupelmus_kiefferi	395	989	3.053e-25	Gypsy-24_NVi_env#LTR/Gypsy	598	987	7.966e-31	65.48821548821549	inside
Cluster4185	scaffold_151283:201-699(-):Eupelmus_kiefferi	201	699	3.677e-20	Gypsy-19_PBa_env#LTR/Gypsy	7	465	1.018e-45	53.01204819277109	left
Cluster4185	scaffold_179929:0-600(+):Eupelmus_kiefferi	0	600	9.995e-19	Gypsy-19_PBa_env#LTR/Gypsy	4	600	5.491e-31	99.33333333333333	inside
Cluster4185	scaffold_179929:0-600(+):Eupelmus_kiefferi	0	600	9.995e-19	Gypsy-19_PBa_env#LTR/Gypsy	4	600	5.491e-31	99.33333333333333	right
Cluster4185	UELX01009105.1:4701-6657(+):Eupelmus_urozonus	4701	6657	1.845e-126	Gypsy5-NVi_env#LTR/Gypsy	4747	6633	2.647e-249	96.42126789366053	inside
Cluster4185	UELX01005981.1:3804-5760(+):Eupelmus_urozonus	3804	5760	3.62e-124	Gypsy5-NVi_env#LTR/Gypsy	3856	5709	9.94e-256	94.73415132924336	inside
Cluster4185	UELX01021493.1:0-1725(+):Eupelmus_urozonus	0	1725	3.4209999999999997e-110	Gypsy-24_NVi_env#LTR/Gypsy	1	1899	5.5400000000000005e-276	99.94202898550725	right
Cluster4185	UELX01037435.1:0-1500(+):Eupelmus_urozonus	0	1500	4.842e-109	Gypsy-6_AEc_env#LTR/Gypsy	1	1500	1.3739999999999999e-158	99.93333333333332	inside
Cluster4185	UELX01037435.1:0-1500(+):Eupelmus_urozonus	0	1500	4.842e-109	Gypsy-6_AEc_env#LTR/Gypsy	1	1500	1.3739999999999999e-158	99.93333333333332	right
Cluster4185	UELX01027678.1:57-1965(-):Eupelmus_urozonus	57	1965	1.427e-96	Gypsy-19_PBa_env#LTR/Gypsy	167	1927	1.1419999999999999e-156	92.24318658280922	inside
Cluster4185	UELX01014098.1:0-1275(+):Eupelmus_urozonus	0	1275	5.275e-96	Gypsy-7_PBa_env#LTR/Gypsy	7	1260	5.876e-128	98.27450980392157	inside
Cluster4185	UELX01029413.1:966-1863(+):Eupelmus_urozonus	966	1863	4.739999999999999e-44	Gypsy-6_AEc_env#LTR/Gypsy	976	1836	8.779000000000001e-72	95.87513935340021	inside
Cluster4185	UELX01061564.1:0-750(+):Eupelmus_urozonus	0	750	4.284e-39	Gypsy-6_AEc_env#LTR/Gypsy	1	750	9.578e-68	99.86666666666667	inside
Cluster4185	UELX01061564.1:0-750(+):Eupelmus_urozonus	0	750	4.284e-39	Gypsy-6_AEc_env#LTR/Gypsy	1	750	9.578e-68	99.86666666666667	right
Cluster4185	UELX01058904.1:5-620(-):Eupelmus_urozonus	5	620	4.004e-18	Gypsy-19_PBa_env#LTR/Gypsy	308	874	1.5519999999999998e-33	50.73170731707317	right
Cluster4185	UELX01064952.1:0-522(+):Eupelmus_urozonus	0	522	8.138e-14	Gypsy-6_AEc_env#LTR/Gypsy	1	417	6.462e-53	79.6934865900383	inside
Cluster4185	UXGC01011847.1:1-1930(+):Eurytoma_adleriae	1	1930	2.87e-127	Gypsy-6_AEc_env#LTR/Gypsy	38	1807	1.562e-171	91.70554691550026	inside
Cluster4185	UXGC01020051.1:387-2067(-):Eurytoma_adleriae	387	2067	7.383999999999999e-103	Gypsy-24_NVi_env#LTR/Gypsy	2	1873	6.57e-322	88.45238095238095	left
Cluster4185	UXGC01002178.1:8978-10892(+):Eurytoma_adleriae	8978	10892	9.745e-94	Gypsy-7_PBa_env#LTR/Gypsy	8991	10868	1.262e-139	98.06687565308255	inside
Cluster4185	UXGC01003226.1:1007-3002(+):Eurytoma_adleriae	1007	3002	4.551e-92	Gypsy-11_SI_env#LTR/Gypsy	1026	2807	3.262e-144	89.27318295739349	inside
Cluster4185	UXGC01002475.1:8033-9839(+):Eurytoma_adleriae	8033	9839	3.036e-87	Gypsy-19_PBa_env#LTR/Gypsy	8067	9839	2.214e-139	98.11738648947951	inside
Cluster4185	UXGC01002475.1:8033-9839(+):Eurytoma_adleriae	8033	9839	3.036e-87	Gypsy-19_PBa_env#LTR/Gypsy	8067	9839	2.214e-139	98.11738648947951	right
Cluster4185	UXGC01012581.1:1964-3071(+):Eurytoma_adleriae	1964	3071	1.373e-78	Gypsy-9_PBa_env#LTR/Gypsy	1977	3071	1.635e-108	98.8256549232159	inside
Cluster4185	UXGC01012581.1:1964-3071(+):Eurytoma_adleriae	1964	3071	1.373e-78	Gypsy-9_PBa_env#LTR/Gypsy	1977	3071	1.635e-108	98.8256549232159	right
Cluster4185	UXGC01034881.1:2-1184(+):Eurytoma_adleriae	2	1184	6.851e-76	Gypsy5-NVi_env#LTR/Gypsy	12	1184	5.795e-112	99.15397631133672	inside
Cluster4185	UXGC01034881.1:2-1184(+):Eurytoma_adleriae	2	1184	6.851e-76	Gypsy5-NVi_env#LTR/Gypsy	12	1184	5.795e-112	99.15397631133672	right
Cluster4185	UXGC01027756.1:2-956(-):Eurytoma_adleriae	2	956	3.784e-52	Gypsy-26_NVi_pol#LTR/Gypsy	9	410	1.478e-48	42.0335429769392	inside
Cluster4185	UXGC01029854.1:2-656(-):Eurytoma_adleriae	2	656	3.481e-51	Gypsy5-NVi_pol#LTR/Gypsy	0	623	3.344e-101	94.95412844036697	left
Cluster4185	UXGC01047025.1:0-753(+):Eurytoma_adleriae	0	753	1.048e-40	Gypsy-6_AEc_env#LTR/Gypsy	1	762	1.249e-55	99.867197875166	right
Cluster4185	UXGC01050244.1:0-555(+):Eurytoma_adleriae	0	555	2.445e-36	Gypsy-6_AEc_env#LTR/Gypsy	1	510	4.8899999999999997e-60	91.7117117117117	inside
Cluster4185	UXGC01013779.1:1026-1941(-):Eurytoma_adleriae	1026	1941	4.964e-36	Gypsy-19_PBa_env#LTR/Gypsy	945	1820	5.131e-49	86.77595628415301	left
Cluster4185	UXGC01045816.1:174-879(-):Eurytoma_adleriae	174	879	5.502e-35	Gypsy-6_AEc_env#LTR/Gypsy	0	647	3.4270000000000004e-49	67.09219858156028	left
Cluster4185	UXGC01038032.1:1-550(+):Eurytoma_adleriae	1	550	5.8040000000000006e-30	Gypsy-9_PBa_env#LTR/Gypsy	8	541	7.351e-43	97.0856102003643	inside
Cluster4185	UXGC01003486.1:7157-8096(+):Eurytoma_adleriae	7157	8096	1.8240000000000002e-28	Gypsy-11_SI_env#LTR/Gypsy	7173	8096	9.476e-49	98.29605963791266	inside
Cluster4185	UXGC01003486.1:7157-8096(+):Eurytoma_adleriae	7157	8096	1.8240000000000002e-28	Gypsy-11_SI_env#LTR/Gypsy	7173	8096	9.476e-49	98.29605963791266	right
Cluster4185	UXGC01015551.1:57-633(-):Eurytoma_adleriae	57	633	8.653e-25	Gypsy-26_NVi_pol#LTR/Gypsy	336	938	1.948e-20	51.5625	right
Cluster4185	UXGC01047360.1:183-822(-):Eurytoma_adleriae	183	822	1.751e-24	Gypsy5-NVi_env#LTR/Gypsy	2	643	1.276e-33	71.98748043818466	left
