query;target;pident;alnlen;mismatch;gapopen;qstart;qend;tstart;tend;evalue;bits;qlen;tlen;tcov;qcov;Cluster;Names;scaffolds;GC;Arithmetic_cov_depth;Scaf_length;Median_cov_depth;scaf_name;scaf_length;cov_depth_candidat;cov_depth_BUSCO;pvalue_cov;count_duplicate;diff_length;HSP_group;strand;overlapping_group;full_loci_name;ORF_query;ORF_target;ORF_start;ORF_end;ORF_strand;Overlapp_ORF_EVEs;ORF_perc;start-end;start;end;Overlapp_group;Pseudogenized;count_repeat;count_euk;euk_count_plus_repeat;Scaffold_score;loci_length;SE_dNdS;Pvalue_dNdS;dNdS;dNdS_type;SE_plus_dNdS
PoFV_scaffold_7638_orf006;PoFV_scaffold_75772:601-2(-);80.4;201;39;0;1;201;1;200;1.254e-103;334;318;200;1.0;0.632;Cluster297;PoFV_scaffold_75772:601-2(-);scaffold_75772;0.324388789505069;27.2303102625298;1676.0;28.0;scaffold_75772;302;28.0;33.96815107102593;0.0005636978579481;1;;;-;102;PoFV_scaffold_75772:601-2(-);;;;;;;;601-2;2;601;;no;0.0;0.0;0.0;C;599;0.078347;0.005089154;0.1395;classic;0.217847
PoFV_scaffold_21913_orf010;PoFV_scaffold_18363:2914-3228(+);53.7;105;48;0;1;105;1;105;6.755000000000002e-30;109;106;105;1.0;0.991;Cluster149;PoFV_scaffold_18363:2914-3228(+);scaffold_18363;0.346588767433095;31.1832233741753;5305.0;32.0;scaffold_18363;102;32.0;33.96815107102593;0.0935738444193912;1;;;+;34;PoFV_scaffold_18363:2914-3228(+);PoFV_scaffold_18363:2914-3228(+);"scaffold_18363_ORF.2;2913-3228(+)";2913.0;3228.0;-;;1.0031847133757965;2914-3228;2914;3228;30.0;no;0.0;0.0;0.0;C;314;0.0495164;4.19e-11;0.138766;pairwise;0.1882824
PoFV_scaffold_21913_orf010;PoFV_scaffold_19741:4917-5231(+);82.7;105;18;0;1;105;1;105;6.763000000000001e-55;181;106;105;1.0;0.991;Cluster149;PoFV_scaffold_19741:4917-5231(+);scaffold_19741;0.267485119047619;27.8394418604651;5375.0;26.0;scaffold_19741;102;26.0;33.96815107102593;0.0;1;;;+;45;PoFV_scaffold_19741:4917-5231(+);PoFV_scaffold_19741:4917-5231(+);"scaffold_19741_ORF.6;4916-5231(+)";4916.0;5231.0;-;;1.0031847133757965;4917-5231;4917;5231;39.0;no;0.0;0.0;0.0;C;314;0.0495164;4.19e-11;0.138766;pairwise;0.1882824
LbFV_YP_009345624.1;PoFV_scaffold_18363:4071-5051(+);21.0;297;225;0;35;320;30;326;1.54e-14;73;382;327;0.908;0.749;Cluster1;PoFV_scaffold_18363:4071-5051(+);scaffold_18363;0.346588767433095;31.1832233741753;5305.0;32.0;scaffold_18363;102;32.0;33.96815107102593;0.0935738444193912;2;70.0;22.0;+;36;PoFV_scaffold_18363:4071-5051(+);PoFV_scaffold_18363:4071-5051(+);"scaffold_18363_ORF.8;4064-4535(+)";4064.0;4535.0;-;;0.4806122448979592;4071-5051;4071;5051;32.0;yes;0.0;0.0;0.0;C;980;0.04217;0.0;0.2504;classic;0.29257
LbFV_YP_009345624.1;PoFV_scaffold_18363:4071-5051(+);21.0;297;225;0;35;320;30;326;1.54e-14;73;382;327;0.908;0.749;Cluster1;PoFV_scaffold_18363:4071-5051(+);scaffold_18363;0.346588767433095;31.1832233741753;5305.0;32.0;scaffold_18363;102;32.0;33.96815107102593;0.0935738444193912;2;70.0;22.0;+;36;PoFV_scaffold_18363:4071-5051(+);PoFV_scaffold_18363:4071-5051(+);"scaffold_18363_ORF.9;4610-5066(+)";4610.0;5066.0;-;;0.4653061224489795;4071-5051;4071;5051;33.0;yes;0.0;0.0;0.0;C;980;0.04217;0.0;0.2504;classic;0.29257
PoFV_scaffold_21913_orf012;PoFV_scaffold_18363:4071-5051(+);71.9;327;91;0;2;327;1;327;1.263e-150;475;412;327;1.0;0.791;Cluster1;PoFV_scaffold_18363:4071-5051(+);scaffold_18363;0.346588767433095;31.1832233741753;5305.0;32.0;scaffold_18363;102;32.0;33.96815107102593;0.0935738444193912;2;70.0;22.0;+;36;PoFV_scaffold_18363:4071-5051(+);PoFV_scaffold_18363:4071-5051(+);"scaffold_18363_ORF.8;4064-4535(+)";4064.0;4535.0;-;;0.4806122448979592;4071-5051;4071;5051;32.0;yes;0.0;0.0;0.0;C;980;0.04217;0.0;0.2504;classic;0.29257
PoFV_scaffold_21913_orf012;PoFV_scaffold_18363:4071-5051(+);71.9;327;91;0;2;327;1;327;1.263e-150;475;412;327;1.0;0.791;Cluster1;PoFV_scaffold_18363:4071-5051(+);scaffold_18363;0.346588767433095;31.1832233741753;5305.0;32.0;scaffold_18363;102;32.0;33.96815107102593;0.0935738444193912;2;70.0;22.0;+;36;PoFV_scaffold_18363:4071-5051(+);PoFV_scaffold_18363:4071-5051(+);"scaffold_18363_ORF.9;4610-5066(+)";4610.0;5066.0;-;;0.4653061224489795;4071-5051;4071;5051;33.0;yes;0.0;0.0;0.0;C;980;0.04217;0.0;0.2504;classic;0.29257
PoFV_scaffold_21913_orf012;PoFV_scaffold_27772:877-3070(+);72.1;274;76;0;1;273;1;274;1.024e-124;400;412;731;0.375;0.663;Cluster1;PoFV_scaffold_27772:877-3070(+);scaffold_27772;0.311890287006928;31.4998585972851;7072.0;32.0;scaffold_27772;410;32.0;33.96815107102593;0.0935738444193912;3;26.0;23.0;+;52;PoFV_scaffold_27772:877-3070(+);PoFV_scaffold_27772:877-3070(+);"scaffold_27772_ORF.1;801-1800(+)";801.0;1800.0;-;;0.4555403556771545;877-3070;877;3070;43.0;yes;0.0;0.0;0.0;C;2193;0.04217;0.0;0.2504;classic;0.29257
PoFV_scaffold_21913_orf012;PoFV_scaffold_27772:877-3070(+);72.1;274;76;0;1;273;1;274;1.024e-124;400;412;731;0.375;0.663;Cluster1;PoFV_scaffold_27772:877-3070(+);scaffold_27772;0.311890287006928;31.4998585972851;7072.0;32.0;scaffold_27772;410;32.0;33.96815107102593;0.0935738444193912;3;26.0;23.0;+;52;PoFV_scaffold_27772:877-3070(+);PoFV_scaffold_27772:877-3070(+);"scaffold_27772_ORF.2;1860-2010(+)";1860.0;2010.0;-;;0.0683994528043775;877-3070;877;3070;44.0;yes;0.0;0.0;0.0;C;2193;0.04217;0.0;0.2504;classic;0.29257
DFV_QKN22497.1;PoFV_scaffold_32496:818-2053(+);20.6;237;182;0;145;374;147;383;1.881e-09;57;399;412;0.575;0.576;Cluster1;PoFV_scaffold_32496:818-2053(+);scaffold_32496;0.312314295146913;34.2354689564069;3028.0;35.0;scaffold_32496;140;35.0;33.96815107102593;0.1567080045095828;1;;;+;63;PoFV_scaffold_32496:818-2053(+);PoFV_scaffold_32496:818-2053(+);"scaffold_32496_ORF.2;817-2053(+)";817.0;2053.0;-;;1.0008097165991905;818-2053;818;2053;54.0;no;0.0;0.0;0.0;C;1235;0.04217;0.0;0.2504;classic;0.29257
LbFV_YP_009345624.1;PoFV_scaffold_32496:818-2053(+);23.1;234;178;0;94;325;99;332;1.507e-13;70;382;412;0.568;0.607;Cluster1;PoFV_scaffold_32496:818-2053(+);scaffold_32496;0.312314295146913;34.2354689564069;3028.0;35.0;scaffold_32496;140;35.0;33.96815107102593;0.1567080045095828;1;;;+;63;PoFV_scaffold_32496:818-2053(+);PoFV_scaffold_32496:818-2053(+);"scaffold_32496_ORF.2;817-2053(+)";817.0;2053.0;-;;1.0008097165991905;818-2053;818;2053;54.0;no;0.0;0.0;0.0;C;1235;0.04217;0.0;0.2504;classic;0.29257
PoFV_scaffold_21913_orf012;PoFV_scaffold_32496:818-2053(+);94.8;412;21;0;1;411;1;412;8.811e-271;822;412;412;1.0;0.998;Cluster1;PoFV_scaffold_32496:818-2053(+);scaffold_32496;0.312314295146913;34.2354689564069;3028.0;35.0;scaffold_32496;140;35.0;33.96815107102593;0.1567080045095828;1;;;+;63;PoFV_scaffold_32496:818-2053(+);PoFV_scaffold_32496:818-2053(+);"scaffold_32496_ORF.2;817-2053(+)";817.0;2053.0;-;;1.0008097165991905;818-2053;818;2053;54.0;no;0.0;0.0;0.0;C;1235;0.04217;0.0;0.2504;classic;0.29257
PoFV_scaffold_21913_orf012;PoFV_scaffold_48333_0:100-681(+);76.7;195;45;0;166;360;1;194;1.269e-92;306;412;194;1.0;0.473;Cluster1;PoFV_scaffold_48333_0:100-681(+);scaffold_48333_0;0.323250296559905;33.2243323442137;1685.0;34.0;scaffold_48333_0;372;34.0;33.96815107102593;0.3534385569334836;1;;;+;83;PoFV_scaffold_48333_0:100-681(+);PoFV_scaffold_48333_0:100-681(+);"scaffold_48333_0_ORF.1;141-711(+)";141.0;711.0;-;;0.9810671256454389;100-681;100;681;72.0;no;0.0;0.0;0.0;C;581;0.04217;0.0;0.2504;classic;0.29257
LbFV_YP_009345624.1;PoFV_scaffold_48333_0:100-681(+);25.2;171;126;0;1;170;160;330;1.087e-11;61;382;194;0.876;0.448;Cluster1;PoFV_scaffold_48333_0:100-681(+);scaffold_48333_0;0.323250296559905;33.2243323442137;1685.0;34.0;scaffold_48333_0;372;34.0;33.96815107102593;0.3534385569334836;1;;;+;83;PoFV_scaffold_48333_0:100-681(+);PoFV_scaffold_48333_0:100-681(+);"scaffold_48333_0_ORF.1;141-711(+)";141.0;711.0;-;;0.9810671256454389;100-681;100;681;72.0;no;0.0;0.0;0.0;C;581;0.04217;0.0;0.2504;classic;0.29257
PoFV_scaffold_21913_orf007;PoFV_scaffold_18363:1926-2225(+);81.4;101;18;0;1;101;1;100;1.511e-51;171;102;100;1.0;0.99;Cluster1183;PoFV_scaffold_18363:1926-2225(+);scaffold_18363;0.346588767433095;31.1832233741753;5305.0;32.0;scaffold_18363;102;32.0;33.96815107102593;0.0935738444193912;1;;;+;32;PoFV_scaffold_18363:1926-2225(+);PoFV_scaffold_18363:1926-2225(+);"scaffold_18363_ORF.6;1802-2225(+)";1802.0;2225.0;-;;1.414715719063545;1926-2225;1926;2225;28.0;no;0.0;0.0;0.0;C;299;0.0405996;3.52e-10;0.102167;pairwise;0.1427666
PoFV_scaffold_21913_orf007;PoFV_scaffold_19741:3849-4154(+);85.6;102;14;0;1;101;1;102;1.147e-55;183;102;102;1.0;0.99;Cluster1183;PoFV_scaffold_19741:3849-4154(+);scaffold_19741;0.267485119047619;27.8394418604651;5375.0;26.0;scaffold_19741;102;26.0;33.96815107102593;0.0;1;;;+;43;PoFV_scaffold_19741:3849-4154(+);PoFV_scaffold_19741:3849-4154(+);"scaffold_19741_ORF.5;3848-4154(+)";3848.0;4154.0;-;;1.00327868852459;3849-4154;3849;4154;37.0;no;0.0;0.0;0.0;C;305;0.0405996;3.52e-10;0.102167;pairwise;0.1427666
Q9YMH8_LdMNPV;PoFV_scaffold_17380:4675-4082(-);29.0;172;120;0;6;175;6;177;1.739e-16;76;244;198;0.869;0.697;Cluster56;PoFV_scaffold_17380:4675-4082(-);scaffold_17380;0.297796093889984;32.5161290322581;5580.0;33.0;scaffold_17380;156;33.0;33.96815107102593;0.2068771138669673;2;;;-;29;PoFV_scaffold_17380:4675-4082(-);PoFV_scaffold_17380:4675-4082(-);"scaffold_17380_ORF.11;3952-4681(-)";3952.0;4681.0;-;;1.2293423271500843;4675-4082;4082;4675;25.0;no;0.0;0.0;0.0;C;593;;;;;
Q9YMH8_LdMNPV;PoFV_scaffold_17380:4675-4082(-);29.0;172;120;0;6;175;6;177;1.739e-16;76;244;198;0.869;0.697;Cluster56;PoFV_scaffold_17380:4675-4082(-);scaffold_17380;0.297796093889984;32.5161290322581;5580.0;33.0;scaffold_17380;156;33.0;33.96815107102593;0.2068771138669673;2;;;-;29;PoFV_scaffold_17380:4675-4082(-);PoFV_scaffold_17380:4675-4082(-);"scaffold_17380_ORF.7;3096-3879(-)";3096.0;3879.0;-;;;4675-4082;4082;4675;24.0;no;0.0;0.0;0.0;C;593;;;;;
Q9YMI2_LdMNPV;PoFV_scaffold_17380:4675-4082(-);44.6;116;61;0;6;117;6;121;5.428999999999999e-22;96;354;198;0.586;0.316;Cluster56;PoFV_scaffold_17380:4675-4082(-);scaffold_17380;0.297796093889984;32.5161290322581;5580.0;33.0;scaffold_17380;156;33.0;33.96815107102593;0.2068771138669673;2;;;-;29;PoFV_scaffold_17380:4675-4082(-);PoFV_scaffold_17380:4675-4082(-);"scaffold_17380_ORF.11;3952-4681(-)";3952.0;4681.0;-;;1.2293423271500843;4675-4082;4082;4675;25.0;no;0.0;0.0;0.0;C;593;;;;;
Q9YMI2_LdMNPV;PoFV_scaffold_17380:4675-4082(-);44.6;116;61;0;6;117;6;121;5.428999999999999e-22;96;354;198;0.586;0.316;Cluster56;PoFV_scaffold_17380:4675-4082(-);scaffold_17380;0.297796093889984;32.5161290322581;5580.0;33.0;scaffold_17380;156;33.0;33.96815107102593;0.2068771138669673;2;;;-;29;PoFV_scaffold_17380:4675-4082(-);PoFV_scaffold_17380:4675-4082(-);"scaffold_17380_ORF.7;3096-3879(-)";3096.0;3879.0;-;;;4675-4082;4082;4675;24.0;no;0.0;0.0;0.0;C;593;;;;;
PoFV_scaffold_18896_orf004;PoFV_scaffold_17380:4675-4082(-);34.8;95;60;0;3;97;1;93;2.609e-11;57;126;198;0.47;0.754;Cluster56;PoFV_scaffold_17380:4675-4082(-);scaffold_17380;0.297796093889984;32.5161290322581;5580.0;33.0;scaffold_17380;156;33.0;33.96815107102593;0.2068771138669673;2;;;-;29;PoFV_scaffold_17380:4675-4082(-);PoFV_scaffold_17380:4675-4082(-);"scaffold_17380_ORF.11;3952-4681(-)";3952.0;4681.0;-;;1.2293423271500843;4675-4082;4082;4675;25.0;no;0.0;0.0;0.0;C;593;;;;;
PoFV_scaffold_18896_orf004;PoFV_scaffold_17380:4675-4082(-);34.8;95;60;0;3;97;1;93;2.609e-11;57;126;198;0.47;0.754;Cluster56;PoFV_scaffold_17380:4675-4082(-);scaffold_17380;0.297796093889984;32.5161290322581;5580.0;33.0;scaffold_17380;156;33.0;33.96815107102593;0.2068771138669673;2;;;-;29;PoFV_scaffold_17380:4675-4082(-);PoFV_scaffold_17380:4675-4082(-);"scaffold_17380_ORF.7;3096-3879(-)";3096.0;3879.0;-;;;4675-4082;4082;4675;24.0;no;0.0;0.0;0.0;C;593;;;;;
Q9YMH4_LdMNPV;PoFV_scaffold_17380:4675-4082(-);34.7;148;94;0;6;150;6;153;5.028e-19;86;337;198;0.747;0.43;Cluster56;PoFV_scaffold_17380:4675-4082(-);scaffold_17380;0.297796093889984;32.5161290322581;5580.0;33.0;scaffold_17380;156;33.0;33.96815107102593;0.2068771138669673;2;;;-;29;PoFV_scaffold_17380:4675-4082(-);PoFV_scaffold_17380:4675-4082(-);"scaffold_17380_ORF.11;3952-4681(-)";3952.0;4681.0;-;;1.2293423271500843;4675-4082;4082;4675;25.0;no;0.0;0.0;0.0;C;593;;;;;
Q9YMH4_LdMNPV;PoFV_scaffold_17380:4675-4082(-);34.7;148;94;0;6;150;6;153;5.028e-19;86;337;198;0.747;0.43;Cluster56;PoFV_scaffold_17380:4675-4082(-);scaffold_17380;0.297796093889984;32.5161290322581;5580.0;33.0;scaffold_17380;156;33.0;33.96815107102593;0.2068771138669673;2;;;-;29;PoFV_scaffold_17380:4675-4082(-);PoFV_scaffold_17380:4675-4082(-);"scaffold_17380_ORF.7;3096-3879(-)";3096.0;3879.0;-;;;4675-4082;4082;4675;24.0;no;0.0;0.0;0.0;C;593;;;;;
Q9YMU2_LdMNPV;PoFV_scaffold_17380:4675-4082(-);38.9;116;64;0;6;111;6;121;6.466e-17;80;351;198;0.586;0.302;Cluster56;PoFV_scaffold_17380:4675-4082(-);scaffold_17380;0.297796093889984;32.5161290322581;5580.0;33.0;scaffold_17380;156;33.0;33.96815107102593;0.2068771138669673;2;;;-;29;PoFV_scaffold_17380:4675-4082(-);PoFV_scaffold_17380:4675-4082(-);"scaffold_17380_ORF.11;3952-4681(-)";3952.0;4681.0;-;;1.2293423271500843;4675-4082;4082;4675;25.0;no;0.0;0.0;0.0;C;593;;;;;
Q9YMU2_LdMNPV;PoFV_scaffold_17380:4675-4082(-);38.9;116;64;0;6;111;6;121;6.466e-17;80;351;198;0.586;0.302;Cluster56;PoFV_scaffold_17380:4675-4082(-);scaffold_17380;0.297796093889984;32.5161290322581;5580.0;33.0;scaffold_17380;156;33.0;33.96815107102593;0.2068771138669673;2;;;-;29;PoFV_scaffold_17380:4675-4082(-);PoFV_scaffold_17380:4675-4082(-);"scaffold_17380_ORF.7;3096-3879(-)";3096.0;3879.0;-;;;4675-4082;4082;4675;24.0;no;0.0;0.0;0.0;C;593;;;;;
AKY03179_AmFV;PoFV_scaffold_17380:4675-4082(-);30.2;133;85;0;121;243;1;133;1.833e-11;64;499;198;0.672;0.246;Cluster56;PoFV_scaffold_17380:4675-4082(-);scaffold_17380;0.297796093889984;32.5161290322581;5580.0;33.0;scaffold_17380;156;33.0;33.96815107102593;0.2068771138669673;2;;;-;29;PoFV_scaffold_17380:4675-4082(-);PoFV_scaffold_17380:4675-4082(-);"scaffold_17380_ORF.11;3952-4681(-)";3952.0;4681.0;-;;1.2293423271500843;4675-4082;4082;4675;25.0;no;0.0;0.0;0.0;C;593;;;;;
AKY03179_AmFV;PoFV_scaffold_17380:4675-4082(-);30.2;133;85;0;121;243;1;133;1.833e-11;64;499;198;0.672;0.246;Cluster56;PoFV_scaffold_17380:4675-4082(-);scaffold_17380;0.297796093889984;32.5161290322581;5580.0;33.0;scaffold_17380;156;33.0;33.96815107102593;0.2068771138669673;2;;;-;29;PoFV_scaffold_17380:4675-4082(-);PoFV_scaffold_17380:4675-4082(-);"scaffold_17380_ORF.7;3096-3879(-)";3096.0;3879.0;-;;;4675-4082;4082;4675;24.0;no;0.0;0.0;0.0;C;593;;;;;
LbFV_YP_009345618.1;PoFV_scaffold_17380:4675-4082(-);26.0;198;132;0;86;265;1;198;4.884e-15;73;299;198;1.0;0.602;Cluster56;PoFV_scaffold_17380:4675-4082(-);scaffold_17380;0.297796093889984;32.5161290322581;5580.0;33.0;scaffold_17380;156;33.0;33.96815107102593;0.2068771138669673;2;;;-;29;PoFV_scaffold_17380:4675-4082(-);PoFV_scaffold_17380:4675-4082(-);"scaffold_17380_ORF.11;3952-4681(-)";3952.0;4681.0;-;;1.2293423271500843;4675-4082;4082;4675;25.0;no;0.0;0.0;0.0;C;593;;;;;
LbFV_YP_009345618.1;PoFV_scaffold_17380:4675-4082(-);26.0;198;132;0;86;265;1;198;4.884e-15;73;299;198;1.0;0.602;Cluster56;PoFV_scaffold_17380:4675-4082(-);scaffold_17380;0.297796093889984;32.5161290322581;5580.0;33.0;scaffold_17380;156;33.0;33.96815107102593;0.2068771138669673;2;;;-;29;PoFV_scaffold_17380:4675-4082(-);PoFV_scaffold_17380:4675-4082(-);"scaffold_17380_ORF.7;3096-3879(-)";3096.0;3879.0;-;;;4675-4082;4082;4675;24.0;no;0.0;0.0;0.0;C;593;;;;;
Q9YMQ3_LdMNPV;PoFV_scaffold_17380:4675-4082(-);33.3;93;58;0;100;187;3;95;4.993e-09;53;130;198;0.444;0.715;Cluster56;PoFV_scaffold_17380:4675-4082(-);scaffold_17380;0.297796093889984;32.5161290322581;5580.0;33.0;scaffold_17380;156;33.0;33.96815107102593;0.2068771138669673;2;;;-;29;PoFV_scaffold_17380:4675-4082(-);PoFV_scaffold_17380:4675-4082(-);"scaffold_17380_ORF.11;3952-4681(-)";3952.0;4681.0;-;;1.2293423271500843;4675-4082;4082;4675;25.0;no;0.0;0.0;0.0;C;593;;;;;
Q9YMQ3_LdMNPV;PoFV_scaffold_17380:4675-4082(-);33.3;93;58;0;100;187;3;95;4.993e-09;53;130;198;0.444;0.715;Cluster56;PoFV_scaffold_17380:4675-4082(-);scaffold_17380;0.297796093889984;32.5161290322581;5580.0;33.0;scaffold_17380;156;33.0;33.96815107102593;0.2068771138669673;2;;;-;29;PoFV_scaffold_17380:4675-4082(-);PoFV_scaffold_17380:4675-4082(-);"scaffold_17380_ORF.7;3096-3879(-)";3096.0;3879.0;-;;;4675-4082;4082;4675;24.0;no;0.0;0.0;0.0;C;593;;;;;
Q9YMH8_LdMNPV;PoFV_scaffold_17380:3873-3103(-);35.8;108;64;0;6;105;6;113;2.374e-13;67;244;257;0.42;0.41;Cluster56;PoFV_scaffold_17380:3873-3103(-);scaffold_17380;0.297796093889984;32.5161290322581;5580.0;33.0;scaffold_17380;156;33.0;33.96815107102593;0.2068771138669673;2;;;-;28;PoFV_scaffold_17380:3873-3103(-);PoFV_scaffold_17380:3873-3103(-);"scaffold_17380_ORF.7;3096-3879(-)";3096.0;3879.0;-;;1.016883116883117;3873-3103;3103;3873;24.0;no;0.0;0.0;0.0;C;770;;;;;
Q9YMH8_LdMNPV;PoFV_scaffold_17380:3873-3103(-);35.8;108;64;0;6;105;6;113;2.374e-13;67;244;257;0.42;0.41;Cluster56;PoFV_scaffold_17380:3873-3103(-);scaffold_17380;0.297796093889984;32.5161290322581;5580.0;33.0;scaffold_17380;156;33.0;33.96815107102593;0.2068771138669673;2;;;-;28;PoFV_scaffold_17380:3873-3103(-);PoFV_scaffold_17380:3873-3103(-);"scaffold_17380_ORF.11;3952-4681(-)";3952.0;4681.0;-;;;3873-3103;3103;3873;25.0;no;0.0;0.0;0.0;C;770;;;;;
AKY03175_AmFV;PoFV_scaffold_17380:3873-3103(-);26.9;148;107;0;120;267;1;148;8.086e-10;59;663;257;0.576;0.223;Cluster56;PoFV_scaffold_17380:3873-3103(-);scaffold_17380;0.297796093889984;32.5161290322581;5580.0;33.0;scaffold_17380;156;33.0;33.96815107102593;0.2068771138669673;2;;;-;28;PoFV_scaffold_17380:3873-3103(-);PoFV_scaffold_17380:3873-3103(-);"scaffold_17380_ORF.7;3096-3879(-)";3096.0;3879.0;-;;1.016883116883117;3873-3103;3103;3873;24.0;no;0.0;0.0;0.0;C;770;;;;;
AKY03175_AmFV;PoFV_scaffold_17380:3873-3103(-);26.9;148;107;0;120;267;1;148;8.086e-10;59;663;257;0.576;0.223;Cluster56;PoFV_scaffold_17380:3873-3103(-);scaffold_17380;0.297796093889984;32.5161290322581;5580.0;33.0;scaffold_17380;156;33.0;33.96815107102593;0.2068771138669673;2;;;-;28;PoFV_scaffold_17380:3873-3103(-);PoFV_scaffold_17380:3873-3103(-);"scaffold_17380_ORF.11;3952-4681(-)";3952.0;4681.0;-;;;3873-3103;3103;3873;25.0;no;0.0;0.0;0.0;C;770;;;;;
Q9YMI2_LdMNPV;PoFV_scaffold_17380:3873-3103(-);30.4;286;172;0;6;291;6;253;1.6330000000000002e-34;134;354;257;0.965;0.808;Cluster56;PoFV_scaffold_17380:3873-3103(-);scaffold_17380;0.297796093889984;32.5161290322581;5580.0;33.0;scaffold_17380;156;33.0;33.96815107102593;0.2068771138669673;2;;;-;28;PoFV_scaffold_17380:3873-3103(-);PoFV_scaffold_17380:3873-3103(-);"scaffold_17380_ORF.7;3096-3879(-)";3096.0;3879.0;-;;1.016883116883117;3873-3103;3103;3873;24.0;no;0.0;0.0;0.0;C;770;;;;;
Q9YMI2_LdMNPV;PoFV_scaffold_17380:3873-3103(-);30.4;286;172;0;6;291;6;253;1.6330000000000002e-34;134;354;257;0.965;0.808;Cluster56;PoFV_scaffold_17380:3873-3103(-);scaffold_17380;0.297796093889984;32.5161290322581;5580.0;33.0;scaffold_17380;156;33.0;33.96815107102593;0.2068771138669673;2;;;-;28;PoFV_scaffold_17380:3873-3103(-);PoFV_scaffold_17380:3873-3103(-);"scaffold_17380_ORF.11;3952-4681(-)";3952.0;4681.0;-;;;3873-3103;3103;3873;25.0;no;0.0;0.0;0.0;C;770;;;;;
Q9YMH4_LdMNPV;PoFV_scaffold_17380:3873-3103(-);33.2;269;165;0;6;274;6;253;2.771e-38;144;337;257;0.965;0.798;Cluster56;PoFV_scaffold_17380:3873-3103(-);scaffold_17380;0.297796093889984;32.5161290322581;5580.0;33.0;scaffold_17380;156;33.0;33.96815107102593;0.2068771138669673;2;;;-;28;PoFV_scaffold_17380:3873-3103(-);PoFV_scaffold_17380:3873-3103(-);"scaffold_17380_ORF.7;3096-3879(-)";3096.0;3879.0;-;;1.016883116883117;3873-3103;3103;3873;24.0;no;0.0;0.0;0.0;C;770;;;;;
Q9YMH4_LdMNPV;PoFV_scaffold_17380:3873-3103(-);33.2;269;165;0;6;274;6;253;2.771e-38;144;337;257;0.965;0.798;Cluster56;PoFV_scaffold_17380:3873-3103(-);scaffold_17380;0.297796093889984;32.5161290322581;5580.0;33.0;scaffold_17380;156;33.0;33.96815107102593;0.2068771138669673;2;;;-;28;PoFV_scaffold_17380:3873-3103(-);PoFV_scaffold_17380:3873-3103(-);"scaffold_17380_ORF.11;3952-4681(-)";3952.0;4681.0;-;;;3873-3103;3103;3873;25.0;no;0.0;0.0;0.0;C;770;;;;;
Q9YMU2_LdMNPV;PoFV_scaffold_17380:3873-3103(-);29.3;280;175;0;6;285;6;253;2.22e-31;124;351;257;0.965;0.798;Cluster56;PoFV_scaffold_17380:3873-3103(-);scaffold_17380;0.297796093889984;32.5161290322581;5580.0;33.0;scaffold_17380;156;33.0;33.96815107102593;0.2068771138669673;2;;;-;28;PoFV_scaffold_17380:3873-3103(-);PoFV_scaffold_17380:3873-3103(-);"scaffold_17380_ORF.7;3096-3879(-)";3096.0;3879.0;-;;1.016883116883117;3873-3103;3103;3873;24.0;no;0.0;0.0;0.0;C;770;;;;;
Q9YMU2_LdMNPV;PoFV_scaffold_17380:3873-3103(-);29.3;280;175;0;6;285;6;253;2.22e-31;124;351;257;0.965;0.798;Cluster56;PoFV_scaffold_17380:3873-3103(-);scaffold_17380;0.297796093889984;32.5161290322581;5580.0;33.0;scaffold_17380;156;33.0;33.96815107102593;0.2068771138669673;2;;;-;28;PoFV_scaffold_17380:3873-3103(-);PoFV_scaffold_17380:3873-3103(-);"scaffold_17380_ORF.11;3952-4681(-)";3952.0;4681.0;-;;;3873-3103;3103;3873;25.0;no;0.0;0.0;0.0;C;770;;;;;
AKY03179_AmFV;PoFV_scaffold_17380:3873-3103(-);29.1;144;100;0;121;262;1;144;7.93e-12;65;499;257;0.56;0.285;Cluster56;PoFV_scaffold_17380:3873-3103(-);scaffold_17380;0.297796093889984;32.5161290322581;5580.0;33.0;scaffold_17380;156;33.0;33.96815107102593;0.2068771138669673;2;;;-;28;PoFV_scaffold_17380:3873-3103(-);PoFV_scaffold_17380:3873-3103(-);"scaffold_17380_ORF.7;3096-3879(-)";3096.0;3879.0;-;;1.016883116883117;3873-3103;3103;3873;24.0;no;0.0;0.0;0.0;C;770;;;;;
AKY03179_AmFV;PoFV_scaffold_17380:3873-3103(-);29.1;144;100;0;121;262;1;144;7.93e-12;65;499;257;0.56;0.285;Cluster56;PoFV_scaffold_17380:3873-3103(-);scaffold_17380;0.297796093889984;32.5161290322581;5580.0;33.0;scaffold_17380;156;33.0;33.96815107102593;0.2068771138669673;2;;;-;28;PoFV_scaffold_17380:3873-3103(-);PoFV_scaffold_17380:3873-3103(-);"scaffold_17380_ORF.11;3952-4681(-)";3952.0;4681.0;-;;;3873-3103;3103;3873;25.0;no;0.0;0.0;0.0;C;770;;;;;
